uid	en	n_keys	pkgs	cls	flags
u05038	Less than 15 shields	1	SemiceMod	name	
u05039	Less than 45 shields	1	SemiceMod	name	
u05040	Less than 45 shields Copy	1	SemiceMod	name	
u05041	Lesser Nydus Worm Build Counter	1	SemiceMod	name	
u05042	Lesser Nydus Worm Morph	1	SemiceMod	name	
u05043	Lesser Nydus Worm Morph (Issue Order)	1	SemiceMod	name	
u05044	Lesser Nydus Worm Morphing	1	SemiceMod	name	
u05045	Life regeneration, armor, movement speed, and attack speed increased.	1	SemiceMod	tip	
u05046	Light Green	1	SemiceMod	visible-other	
u05047	Light Grey	1	SemiceMod	visible-other	
u05048	Light Infantry	1	SemiceMod	name	
u05049	Light Infantry 1	1	SemiceMod	name	
u05050	Light Infantry 2	1	SemiceMod	name	
u05051	Light Infantry 3	1	SemiceMod	name	
u05052	Light Infantry 4	1	SemiceMod	name	
u05053	Light Infantry 5	1	SemiceMod	name	
u05054	Light Infantry 6	1	SemiceMod	name	
u05055	Light Omni Blue Infestable	1	SemiceMod	name	
u05056	Light Omni Blue Large Infestable	1	SemiceMod	name	
u05057	Light Omni Green Infestable	1	SemiceMod	name	
u05058	Light Omni Purple Infestable	1	SemiceMod	name	
u05059	Light Pink	1	SemiceMod	visible-other	
u05060	Light Spot Blue	1	SemiceMod	name	
u05061	Light Spot Green	1	SemiceMod	name	
u05062	Light Spot Orange	1	SemiceMod	name	
u05063	Light Spot Red	1	SemiceMod	name	
u05064	Light Spot White	1	SemiceMod	name	
u05065	Light Spot Yellow	1	SemiceMod	name	
u05066	Lightning Grenade	1	SemiceMod	name	
u05067	Limit 5	1	SemiceMod	tip	
u05068	Limit 9	1	SemiceMod	tip	
u05069	Limit of 10	1	SemiceMod	tip	
u05070	Limit of 12	1	SemiceMod	tip	
u05071	Limit of 20	1	SemiceMod	tip	
u05072	Limit of 8	1	SemiceMod	tip	
u05073	Limit of one ultimate infestation	1	SemiceMod	tip	
u05074	Load-Unload	1	SemiceMod	name	
u05075	Lock On Laser Turret Start	1	SemiceMod	name	
u05076	Lock On Laser Turret Stop	1	SemiceMod	name	
u05077	Lock On Maximum Range	1	SemiceMod	name	
u05078	Lock On Target Of Caster	1	SemiceMod	name	
u05079	Locked by Infestation	1	SemiceMod	name	
u05080	Locking On Target Not Within 5 Range	1	SemiceMod	name	
u05081	Locking On Target Within 13 Range	1	SemiceMod	name	
u05082	Locust - Burrow	1	SemiceMod	name	
u05083	Locust - Unburrow	1	SemiceMod	name	
u05084	Locust Burrowed Splat	1	SemiceMod	name	
u05085	Locust MP	1	SemiceMod	name	
u05086	Locust MP Create Random A or B	1	SemiceMod	name	
u05087	Locust MP Create Set 1x	1	SemiceMod	name	
u05088	Locust MP Damage	1	SemiceMod	name	
u05089	Locust MP Melee Damage	1	SemiceMod	name	
u05090	Long Bridge Extended	1	SemiceMod	name	
u05091	Long Range Incinerators Equipped	1	SemiceMod	name	
u05092	Long Range Incinerators Unlocked	1	SemiceMod	name	
u05093	Long Range Scope	1	SemiceMod	name	
u05094	Long Range Scope (Apply Behavior)	1	SemiceMod	name	
u05095	Long Range Scope Base Range	1	SemiceMod	name	
u05096	Long Range Scope Bonus Range	1	SemiceMod	name	
u05097	Long Range Scope Equipped	1	SemiceMod	name	
u05098	Long Range Scope Max Range	1	SemiceMod	name	
u05099	Long Range Scope Unlocked	1	SemiceMod	name	
u05100	Loses energy when attacked.	1	SemiceMod	tip	
u05101	Love Bug	1	SemiceMod	name	
u05102	Love Doctor Medic Shield	1	SemiceMod	name	
u05103	Love Superstim	1	SemiceMod	name	
u05104	Lovebug	1	SemiceMod	visible-other	
u05105	Lurker (DoT) Set	1	SemiceMod	name	
u05106	Lurker Attack Spike Cast Sound	1	SemiceMod	name	
u05107	Lurker Attack Spike Impact Sound	1	SemiceMod	name	
u05108	Lurker Attack Spike Upheaval Sound	1	SemiceMod	name	
u05109	Lurker DoT (Damage)	1	SemiceMod	name	
u05110	Lurker DoT (Switch)	1	SemiceMod	name	
u05111	Lurker U Dummy	1	SemiceMod	name	
u05112	LurkerCoop (Unnamed) 2	1	SemiceMod	name	
u05113	LurkerCoopSearch DoT (Unnamed) 	1	SemiceMod	name	
u05114	LurkerCoopSearchCP DoT (Unnamed)	1	SemiceMod	name	
u05115	LurkerCoopSet (Unnamed)	1	SemiceMod	name	
u05116	Lurking Parasite (Create Persistent)	1	SemiceMod	name	
u05117	Lurking Parasite (Damage)	1	SemiceMod	name	
u05118	Lurking Parasite (Modify Unit)	1	SemiceMod	name	
u05119	Lurking Parasite (Search Area)	1	SemiceMod	name	
u05120	Lurking Parasite (Set)	1	SemiceMod	name	
u05121	Lurking Parasite Birth	1	SemiceMod	name	
u05122	Lurking Parasite Cast	1	SemiceMod	name	
u05123	Lurking Parasite Cast Projectile Delay (Create Persistent)	1	SemiceMod	name	
u05124	Lurking Parasite Caster	1	SemiceMod	name	
u05125	Lurking Parasite End	1	SemiceMod	name	
u05126	Lurking Parasite Ground Cracks	1	SemiceMod	name	
u05127	Lurking Parasite Ground Cracks Dummy Search	1	SemiceMod	name	
u05128	Lurking Parasite Impact	1	SemiceMod	name	
u05129	Lurking Parasite Loop	1	SemiceMod	name	
u05130	Lurking Parasite Missile Ground Cracks	1	SemiceMod	name	
u05131	Lurking Parasite Prepare	1	SemiceMod	name	
u05132	Lurking Parasite Prepare (Set)	1	SemiceMod	name	
u05133	Lurking Parasite Supress Movement	1	SemiceMod	name	
u05134	Lurking Parasite Supress Movement (Apply Behavior)	1	SemiceMod	name	
u05135	Lurking Parasite Supress Movement (Remove Behavior)	1	SemiceMod	name	
u05136	Lurking Parasite Supress Movement Delay	1	SemiceMod	name	
u05137	Lurking Parasite Supress Movement Delay (Apply Behavior)	1	SemiceMod	name	
u05138	Lurking Parasites Attack Missile	1	SemiceMod	name	
u05139	Lurking Parasites Cancel Projectile (Launch Missile)	1	SemiceMod	name	
u05140	Lurking Parasites Cast Projectile (Launch Missile)	1	SemiceMod	name	
u05141	Lurking Parasites Cursor Splat	1	SemiceMod	name	
u05142	Lurking Parasites Weapon	1	SemiceMod	name	
u05143	Maintenance shafts can be used to travel to the facility sub-level with the 'interact' ability. Zombies cannot access the sub-level, allowing safer travel between points. Unfortunately, the sub-level is extremely cold. Your suit's heating system will slowly drain energy at first, but once energy is drained you will begin taking damage. The cold also slows down movement in the sub-level.	1	SemiceMod	trigger-text	
u05144	Make Creep Small Queen	1	SemiceMod	name	
u05145	Make Precursor Copy	1	SemiceMod	name	
u05146	Make Precursor Copy 2	1	SemiceMod	name	
u05147	Malfunction (Apply Behavior)	1	SemiceMod	name	
u05148	Malfunction Impact	1	SemiceMod	name	
u05149	Malfunction Impact Sound	1	SemiceMod	name	
u05150	Manufacturing Sector	1	SemiceMod	trigger-text	
u05151	Marine Commando Attack	1	SemiceMod	name	
u05152	Marine Suit	1	SemiceMod	tip	
u05153	Marine Turret	1	SemiceMod	name	
u05154	Marine Turret Face Self Off (Modify Unit)	1	SemiceMod	name	
u05155	Marine Turret Face Self On (Modify Unit)	1	SemiceMod	name	
u05156	Marine Warp In	1	SemiceMod	name	
u05157	Marine_Death Copy	1	SemiceMod	name	
u05158	Marine_OverloadWeapon	1	SemiceMod	name	
u05159	Massive Cocoon Death	1	SemiceMod	name	
u05160	Massive Cocoon Death Sound	1	SemiceMod	name	
u05161	Massive Cocoon Train	1	SemiceMod	name	
u05162	Max Energy	1	SemiceMod	name	
u05163	Max Life	1	SemiceMod	name	
u05164	Mecha Amalgam Strain	1	SemiceMod	name	
u05165	Mecha Anubalisk	1	SemiceMod	name	
u05166	Mecha Drop Pod	1	SemiceMod	name	
u05167	Mecha Extractor	1	SemiceMod	name	
u05168	Mecha Fast Strain	1	SemiceMod	name	
u05169	Mecha Frenzied Strain	1	SemiceMod	name	
u05170	Mecha Geneweaver	1	SemiceMod	name	
u05171	Mecha Hunter	1	SemiceMod	name	
u05172	Mecha Lesser Nydus	1	SemiceMod	name	
u05173	Mecha Massive Cocoon	1	SemiceMod	name	
u05174	Mecha Swarmling Nest	1	SemiceMod	name	
u05175	Mecha Underseer	1	SemiceMod	name	
u05176	Mecha Volatile Strain	1	SemiceMod	name	
u05177	Mechanical Underseer Pet	1	SemiceMod	name	
u05178	Medic Commando	1	SemiceMod	name	
u05179	Medic Heal Apply Target Behavior	1	SemiceMod	name	
u05180	Medic Heal Remove Target Behavior	1	SemiceMod	name	
u05181	Medic Shield	1	SemiceMod	name	
u05182	Medic Shield Regen	1	SemiceMod	name	
u05183	Medic Shield Regen (Modify Unit)	1	SemiceMod	name	
u05184	Medic Shield Regen Model	1	SemiceMod	name	
u05185	Medic Shield Regen Sound Loop	1	SemiceMod	name	
u05186	Medic Shield Sound Start	1	SemiceMod	name	
u05187	Medic Shield Sound Stop	1	SemiceMod	name	
u05188	Medic Shield Spec Ops Skin Equipped	1	SemiceMod	name	
u05189	Medic Shield Unlocked	1	SemiceMod	name	
u05190	Medic Target Being Healed	1	SemiceMod	name	
u05191	Medic Target Not Being Healed	1	SemiceMod	name	
u05192	Medic1	1	SemiceMod	name	
u05193	Medium Infantry	1	SemiceMod	name	
u05194	Medium Infantry 1	1	SemiceMod	name	
u05195	Medium Infantry 2	1	SemiceMod	name	
u05196	Medium Infantry 3	1	SemiceMod	name	
u05197	Medivac Double Heal Beam Copy	1	SemiceMod	name	
u05198	Medivac Double Heal Beam Copy 2	1	SemiceMod	name	
u05199	Medivac Double Heal Beam Impact Site Copy	1	SemiceMod	name	
u05200	Medivac Double Heal Beam Impact Site Copy 2	1	SemiceMod	name	
u05201	Medivac Double Heal Beam Launch Site Copy	1	SemiceMod	name	
u05202	Medivac Double Heal Beam Launch Site Copy 2	1	SemiceMod	name	
u05203	Medivac Double Heal Model Copy	1	SemiceMod	name	
u05204	Medivac Target Being Healed 2nd Beam	1	SemiceMod	name	
u05205	Medkit Equipped	1	SemiceMod	name	
u05206	Medkit Heal	1	SemiceMod	name	
u05207	Medkit Heal Model	1	SemiceMod	name	
u05208	Medkit Unlocked	1	SemiceMod	name	
u05209	Melt Door Expire	1	SemiceMod	name	
u05210	Melt Door Expire Effect	1	SemiceMod	name	
u05211	Melt Door Timer	1	SemiceMod	name	
u05212	Merc Reaper	1	SemiceMod	name	
u05213	Metal Gate	1	SemiceMod	name	
u05214	Mind Blast Stun Copy	1	SemiceMod	name	
u05215	Mine Lift Ground	1	SemiceMod	name	
u05216	Mine at the Excavation Zone in the north-east.	1	SemiceMod	tip	
u05217	Mine at the Manufacturing Sector in the south-west.	1	SemiceMod	tip	
u05218	Mine at the Processing Sector in the north-west.	1	SemiceMod	tip	
u05219	Mine at the Science Labs in the south-east.	1	SemiceMod	tip	
u05220	Miner 	1	SemiceMod	name	
u05221	Miner Retired Marine	1	SemiceMod	name	
u05222	Mining Blueprints	1	SemiceMod	name	
u05223	Mining Bot Active	1	SemiceMod	name	
u05224	Mining Charge Apply Detonating Behavior	1	SemiceMod	name	
u05225	Mining Charge Apply Invulnerable	1	SemiceMod	name	
u05226	Mining Charge Begin Arming	1	SemiceMod	name	
u05227	Mining Charge Damage	1	SemiceMod	name	
u05228	Mining Charge Damage Small	1	SemiceMod	name	
u05229	Mining Charge Detonation Area	1	SemiceMod	name	
u05230	Mining Charge Detonation Sequence	1	SemiceMod	name	
u05231	Mining Charge Detonation Sequence Start	1	SemiceMod	name	
u05232	Mining Charge Equipped	1	SemiceMod	name	
u05233	Mining Charge Issue Arm Order	1	SemiceMod	name	
u05234	Mining Charge Not Detonated	1	SemiceMod	name	
u05235	Mining Charge Stun (Search Area)	1	SemiceMod	name	
u05236	Mining Charge Stun 1 Large	1	SemiceMod	name	
u05237	Mining Charge Stun 1 Massive	1	SemiceMod	name	
u05238	Mining Charge Stun 1 Queen	1	SemiceMod	name	
u05239	Mining Charge Stun 2 Large	1	SemiceMod	name	
u05240	Mining Charge Stun 2 Massive	1	SemiceMod	name	
u05241	Mining Charge Stun 2 Queen	1	SemiceMod	name	
u05242	Mining Charge Stun 3 Large	1	SemiceMod	name	
u05243	Mining Charge Stun 3 Massive	1	SemiceMod	name	
u05244	Mining Charge Stun 3 Queen	1	SemiceMod	name	
u05245	Mining Charge Stun 4 Large	1	SemiceMod	name	
u05246	Mining Charge Stun 4 Massive	1	SemiceMod	name	
u05247	Mining Charge Stun 4 Queen	1	SemiceMod	name	
u05248	Mining Charge Stun 5 Large	1	SemiceMod	name	
u05249	Mining Charge Stun 5 Massive	1	SemiceMod	name	
u05250	Mining Charge Stun 5 Queen	1	SemiceMod	name	
u05251	Mining Charge Stun 6 Large	1	SemiceMod	name	
u05252	Mining Charge Stun 6 Massive	1	SemiceMod	name	
u05253	Mining Charge Stun 6 Queen	1	SemiceMod	name	
u05254	Mining Charge Stun 7 Large	1	SemiceMod	name	
u05255	Mining Charge Stun 7 Massive	1	SemiceMod	name	
u05256	Mining Charge Stun 7 Queen	1	SemiceMod	name	
u05257	Mining Charge Timer	1	SemiceMod	name	
u05258	Mining Charge Unlocked	1	SemiceMod	name	
u05259	Mining Droid	1	SemiceMod	name	
u05260	Mining Droid Equipped	1	SemiceMod	name	
u05261	Mining Droid Player 2	1	SemiceMod	name	
u05262	Mining Droid Player 3	1	SemiceMod	name	
u05263	Mining Droid Player 4	1	SemiceMod	name	
u05264	Mining Droid Player 5	1	SemiceMod	name	
u05265	Mining Droid Player 6	1	SemiceMod	name	
u05266	Mining Droid Unlocked	1	SemiceMod	name	
u05267	Mining droids are vital to human economy, Protect them if you're human, destroy them if you're the zombie	1	SemiceMod	unknown	
u05268	Miscellaneous	1	SemiceMod	unknown	
u05269	Monster Burrowed	1	SemiceMod	name	
u05270	Monstrocity Stats - Armored Zombie	1	SemiceMod	name	
u05271	Monstrocity Stats - Fast Zombie	1	SemiceMod	name	
u05272	Monstrocity Stats - Frenzied Zombie	1	SemiceMod	name	
u05273	Monstrocity Stats - Frenzied Zombie Arithmetic	1	SemiceMod	name	
u05274	Monstrocity Stats - Frenzied Zombie Behavior	1	SemiceMod	name	
u05275	Monstrocity Stats - Volatile Zombie	1	SemiceMod	name	
u05276	Monstrosity Attack	1	SemiceMod	name	
u05277	Monstrosity Birth	1	SemiceMod	name	
u05278	Monstrosity Burrowed Splat	1	SemiceMod	name	
u05279	Monstrosity Explode	1	SemiceMod	name	
u05280	Monstrosity Explode Death	1	SemiceMod	name	
u05281	Monstrosity Explode Periodic	1	SemiceMod	name	
u05282	Monstrosity Explode Search Damage	1	SemiceMod	name	
u05283	Monstrosity Leap (Apply Behavior) Down	1	SemiceMod	name	
u05284	Monstrosity Leap (Apply Behavior) Up	1	SemiceMod	name	
u05285	Monstrosity Leap (Buff) Down	1	SemiceMod	name	
u05286	Monstrosity Leap (Buff) Up	1	SemiceMod	name	
u05287	Monstrosity Leap (Create Persistent)	1	SemiceMod	name	
u05288	Monstrosity Leap (Remove Behavior) Down	1	SemiceMod	name	
u05289	Monstrosity Leap (Remove Behavior) Up	1	SemiceMod	name	
u05290	Monstrosity Leap (Set)	1	SemiceMod	name	
u05291	Monstrosity Leap (Set) 2	1	SemiceMod	name	
u05292	Monstrosity Mechanical	1	SemiceMod	name	
u05293	Monstrosity Mechanical (Apply Behavior)	1	SemiceMod	name	
u05294	Monstrosity Stats - Amalgam Zombie	1	SemiceMod	name	
u05295	Monstrosity Stats - Armored Zombie	1	SemiceMod	name	
u05296	Monstrosity Stats - Fast Zombie	1	SemiceMod	name	
u05297	Monstrosity Stats - Frenzied Zombie	1	SemiceMod	name	
u05298	Monstrosity Stats - Volatile Zombie	1	SemiceMod	name	
u05299	Monstrosity Stats Amalgam Zombie	1	SemiceMod	name	
u05300	Monstrosity Stats Armored Zombie	1	SemiceMod	name	
u05301	Monstrosity Stats Fast Zombie	1	SemiceMod	name	
u05302	Monstrosity Stats Frenzied Zombie	1	SemiceMod	name	
u05303	Monstrosity Stats Volatile Zombie	1	SemiceMod	name	
u05304	Monstrosity Volatile Explode	1	SemiceMod	name	
u05305	Monstrosity Zombie Leap Distance	1	SemiceMod	name	
u05306	Monstrosity Zombie Leap Duration	1	SemiceMod	name	
u05307	Morph Alpha Zombie	1	SemiceMod	name	
u05308	Morph Building (Lesser Nydus -> Nydus Canal)	1	SemiceMod	name	
u05309	Morph Building (Swarmling Nest -> Scourgeling Nest)	1	SemiceMod	name	
u05310	Morph Predator	1	SemiceMod	name	
u05311	Morph To Abomination	1	SemiceMod	name	
u05312	Morph To Anubalight	1	SemiceMod	name	
u05313	Morph To Genesplicer	1	SemiceMod	name	
u05314	Morph To Legionnaire Zombie	1	SemiceMod	name	
u05315	Morph To Nydus Canal	1	SemiceMod	name	
u05316	Morph To Oculus	1	SemiceMod	name	
u05317	Morph To Predator	1	SemiceMod	name	
u05318	Morph To Scourgeling Nest	1	SemiceMod	name	
u05319	Morph into Parasitic Host	1	SemiceMod	name	
u05320	Morph into Saboteur	1	SemiceMod	name	
u05321	Morph to Abomination	1	SemiceMod	name	
u05322	Morph to Anubalight	1	SemiceMod	name	
u05323	Morph to Genesplicer	1	SemiceMod	name	
u05324	Morph to Legionnaire Zombie	1	SemiceMod	name	
u05325	Morph to Oculus	1	SemiceMod	name	
u05326	Morph to Parasitic Host	1	SemiceMod	name	
u05327	Morph to Predator	1	SemiceMod	name	
u05328	Morph to Saboteur	1	SemiceMod	name	
u05329	Morphs the Oculus into a Parasitic Host. The Parasitic Host can plant ocular parasites on enemy units and launch parasite bombs to disable enemy units.	1	SemiceMod	tip	
u05330	"Morphs the Underseer into a Saboteur which can create changelings that sabotage mechanical units.<n/><c val=""FFFF00"">Note: uses 6 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u05331	Morphs to a nydus canal which can summon its own nydus worm and tunnel it around the map.	1	SemiceMod	tip	
u05332	Morphs to a scourgeling nest which spawns more powerful flying scourgelings instead of swarmlings.	1	SemiceMod	tip	
u05333	Motion Sensor Equipped	1	SemiceMod	name	
u05334	Motion Sensor Unlocked	1	SemiceMod	name	
u05335	Move Arc Welder	1	SemiceMod	name	
u05336	Move Assault Rifle	1	SemiceMod	name	
u05337	Move Auto Targeting System	1	SemiceMod	name	
u05338	Move Candy Cane	1	SemiceMod	name	
u05339	Move Christmas Hat	1	SemiceMod	name	
u05340	Move Combat Shield	1	SemiceMod	name	
u05341	Move Combat Shield Copy	1	SemiceMod	name	
u05342	Move Combat Snowflake	1	SemiceMod	name	
u05343	Move External Battery Pack	1	SemiceMod	name	
u05344	Move Flame Thrower	1	SemiceMod	name	
u05345	Move Medic Shield	1	SemiceMod	name	
u05346	Move Medic Shield Beam	1	SemiceMod	name	
u05347	Move Oversight	1	SemiceMod	name	
u05348	Move Oversight Impact	1	SemiceMod	name	
u05349	Move Plasma Rifle	1	SemiceMod	name	
u05350	Move Quantum Backpack	1	SemiceMod	name	
u05351	Move Rocket Launcher	1	SemiceMod	name	
u05352	Move Shotgun	1	SemiceMod	name	
u05353	Move Shotgun Beams	1	SemiceMod	name	
u05354	Move Spine L1	1	SemiceMod	name	
u05355	Move Spine L2	1	SemiceMod	name	
u05356	Move Spine M1	1	SemiceMod	name	
u05357	Move Spine R1	1	SemiceMod	name	
u05358	Move Spine R2	1	SemiceMod	name	
u05359	Move Stasis Strike	1	SemiceMod	name	
u05360	Move Stimpack	1	SemiceMod	name	
u05361	Move Umojan Lab Lab Gate	1	SemiceMod	name	
u05362	Move Vespene Canister	1	SemiceMod	name	
u05363	Movement and attack speed greatly increased.	1	SemiceMod	tip	
u05364	Moving In Tank	1	SemiceMod	name	
u05365	Must Target Strain Zombie	1	SemiceMod	unknown	
u05366	Must Target Unit Without Timed Life	1	SemiceMod	unknown	
u05367	Must Win 4 Games as Human	1	SemiceMod	tip	
u05368	Must Win 6 Games as Human	1	SemiceMod	tip	
u05369	Must be 0 infestation preventing security units	1	SemiceMod	tip	
u05370	Must be 10 or less infestation preventing security units	1	SemiceMod	tip	
u05371	Must be 20 or less infestation preventing security units	1	SemiceMod	tip	
u05372	Must be 7 or less infestation preventing security units	1	SemiceMod	tip	
u05373	Must be armed	1	SemiceMod	tip	
u05374	Must be destroyed if Infested.	1	SemiceMod	tip	
u05375	Must be landed	1	SemiceMod	tip	
u05376	Must infest Containment Facility	1	SemiceMod	tip	
u05377	Must infest Fuel Distribution Center	1	SemiceMod	tip	
u05378	Must infest Gate Control System	1	SemiceMod	tip	
u05379	Must infest Primary Power Generator	1	SemiceMod	tip	
u05380	Must infest Security Mainframe	1	SemiceMod	tip	
u05381	Must infest containment facility	1	SemiceMod	tip	
u05382	Must infest fuel distribution centre	1	SemiceMod	tip	
u05383	Must infest gate control	1	SemiceMod	tip	
u05384	Must infest power generator	1	SemiceMod	tip	
u05385	Must infest security mainframe	1	SemiceMod	tip	
u05386	Must not be in sub level	1	SemiceMod	tip	
u05387	Must target pathable location in infested room.	1	SemiceMod	trigger-text	
u05388	Must target psi disruptor, turret, or repair drone you've built	1	SemiceMod	trigger-text	
u05389	Must use devourer, devastator too unstable	1	SemiceMod	unknown	
u05390	Mutate Strain - Damage	1	SemiceMod	name	
u05391	Mutate Strain - Defiler	1	SemiceMod	name	
u05392	Mutate Strain - Health	1	SemiceMod	name	
u05393	Mutate Strain - Hunterling	1	SemiceMod	name	
u05394	Mutate Strain - Kaboomer	1	SemiceMod	name	
u05395	Mutate Strain - Speed	1	SemiceMod	name	
u05396	Mutate Strain - Tank	1	SemiceMod	name	
u05397	Mutate Strain - Volatile	1	SemiceMod	name	
u05398	Mutated Hunter	1	SemiceMod	name	
u05399	Mutates a few pure armored zombies into incredibly hardy Tanks.	1	SemiceMod	tip	
u05400	Mutates a few pure fast zombies into fast and deadly Hunterlings.	1	SemiceMod	tip	
u05401	Mutates a few pure frenzied zombies into devastating Defilers.	1	SemiceMod	tip	
u05402	Mutates a few pure volatile zombies into damaging Kaboomers which leave a large acid pool on death.	1	SemiceMod	tip	
u05403	Mutates some armored zombies to be even tougher but use up more supply.	1	SemiceMod	tip	
u05404	Mutates some fast zombies to give them a leap attack.	1	SemiceMod	tip	
u05405	Mutates some frenzied zombies to give them a short ranged attack.	1	SemiceMod	tip	
u05406	Mutates some volatile zombies to cause them to leave behind an acid pool on death.	1	SemiceMod	tip	
u05407	Nanite Antibodies (Apply Behavior)	1	SemiceMod	name	
u05408	Nanite Antibodies (Buff)	1	SemiceMod	name	
u05409	Nanite Antibodies (Create Persistent)	1	SemiceMod	name	
u05410	Nanite Antibodies (Search Area)	1	SemiceMod	name	
u05411	Nanite Antibodies Birth	1	SemiceMod	name	
u05412	Nanite Antibodies Cast	1	SemiceMod	name	
u05413	Nanite Antibodies Death	1	SemiceMod	name	
u05414	Nanite Antibodies Equipped	1	SemiceMod	name	
u05415	Nanite Antibodies Loop	1	SemiceMod	name	
u05416	Nano Armor	1	SemiceMod	name	
u05417	Nano Armor Glaze	1	SemiceMod	name	
u05418	Nano Heal Set	1	SemiceMod	name	
u05419	Nano Nanite Protection	1	SemiceMod	name	
u05420	Nano Shield (Apply Behavior)	1	SemiceMod	name	
u05421	Napalm	1	SemiceMod	name	
u05422	Napalm Burn Model	1	SemiceMod	name	
u05423	Near Weapons Locker	1	SemiceMod	name	
u05424	Near Weapons Locker Or Have Quantum Backback	1	SemiceMod	name	
u05425	Near a door	1	SemiceMod	name	
u05426	Nearby zombies gain 1 armor and life regeneration. They also move and attack slightly faster.	1	SemiceMod	tip	
u05427	Need more experience	1	SemiceMod	tip	
u05428	Needle Spines	1	SemiceMod	name	
u05429	Needle Spines (Missile) Copy	1	SemiceMod	name	
u05430	Needle Spines Copy	1	SemiceMod	name	
u05431	Neutral	1	SemiceMod	unknown	
u05432	No Friendly Fire	1	SemiceMod	name	
u05433	No Friendly Fire AOE	1	SemiceMod	name	
u05434	No Greater Poison	1	SemiceMod	name	
u05435	No Greater Poison Advanced Hazmat	1	SemiceMod	name	
u05436	No Greater Poison Hazmat	1	SemiceMod	name	
u05437	No Lights	1	SemiceMod	name	
u05438	No Power	1	SemiceMod	name	
u05439	No Refund	1	SemiceMod	name	
u05440	No Shield Impact	1	SemiceMod	name	
u05441	"No longer disables your gun.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""We had a real problem finding the thief who stole one last month.""<n/>                     --Engineer Dave</c></s>"	1	SemiceMod	tip	
u05442	"No longer uses energy to attack. Burning also deals double damage. <n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Just like my mother used to say, when in doubt, set it on fire.""<n/>                 --Sgt. Blackthorne, SpecOps Division</c></s>"	1	SemiceMod	tip	
u05443	No side has been given an advantage. Good luck	1	SemiceMod	trigger-text	
u05444	Not 99% Energy and Damaged With Energy Drain	1	SemiceMod	name	
u05445	Not 99% Energy and Damaged With Energy Drain While Not Being Welded When Caster Has 5 Energy	1	SemiceMod	name	
u05446	Not Being Evolved Into Monstrosity	1	SemiceMod	name	
u05447	Not Debuff Immune	1	SemiceMod	name	
u05448	Not Deep Tunneling	1	SemiceMod	name	
u05449	Not Deep Tunneling Fast	1	SemiceMod	name	
u05450	Not Eradicator	1	SemiceMod	name	
u05451	Not Evolving Monstrosity	1	SemiceMod	name	
u05452	Not Flying Queen	1	SemiceMod	name	
u05453	Not Friendly Fire 	1	SemiceMod	name	
u05454	Not Friendly Fire AOE	1	SemiceMod	name	
u05455	Not Hangar Control	1	SemiceMod	name	
u05456	Not Have Advanced Bio-Mechanical Repair Drone	1	SemiceMod	name	
u05457	Not Have Advanced Mining Charge	1	SemiceMod	name	
u05458	Not Have Advanced Mining Charge Unlocked	1	SemiceMod	name	
u05459	Not Have Bio-Mechanical Repair Drone	1	SemiceMod	name	
u05460	Not Have Cold	1	SemiceMod	name	
u05461	Not Have Corrosion 1	1	SemiceMod	name	
u05462	Not Have Corrosion 2	1	SemiceMod	name	
u05463	Not Have Corrosion 3	1	SemiceMod	name	
u05464	Not Have Corrosion 4	1	SemiceMod	name	
u05465	Not Have Corrosion 5	1	SemiceMod	name	
u05466	Not Have Corrosion 6	1	SemiceMod	name	
u05467	Not Have Corrosion 7	1	SemiceMod	name	
u05468	Not Have Frostbite	1	SemiceMod	name	
u05469	Not Have Hive Mind Control	1	SemiceMod	name	
u05470	Not Have K5 Creep Bonuses Copy	1	SemiceMod	name	
u05471	Not Have Malfunction	1	SemiceMod	name	
u05472	Not Have Micro Parasites Advanced Hazmat	1	SemiceMod	name	
u05473	Not Have Micro Parasites Basic	1	SemiceMod	name	
u05474	Not Have Micro Parasites Hazmat	1	SemiceMod	name	
u05475	Not Have Micro Parasites Stun	1	SemiceMod	name	
u05476	Not Have Overload	1	SemiceMod	name	
u05477	Not Have Stimpack	1	SemiceMod	name	
u05478	Not Have Super Healing Drone Active	1	SemiceMod	name	
u05479	Not Have Super Stimpack	1	SemiceMod	name	
u05480	Not Max Energy and Damaged	1	SemiceMod	name	
u05481	Not Max Energy and Damaged While Not Being Welded Or Super Healed When Caster Has 5 Energy	1	SemiceMod	name	
u05482	Not Mechanical With Full Energy Unless Ares	1	SemiceMod	name	
u05483	Not Moving In Tank	1	SemiceMod	name	
u05484	Not On Creep 0.5 Radius	1	SemiceMod	name	
u05485	Not Recharge Drone	1	SemiceMod	name	
u05486	Not Salvaging	1	SemiceMod	name	
u05487	Not Self Destructing	1	SemiceMod	name	
u05488	Not Structure With Full Energy	1	SemiceMod	name	
u05489	Not Super Charged	1	SemiceMod	name	
u05490	Not Thrusters Target Kockbacked	1	SemiceMod	name	
u05491	Not Unsalvageable	1	SemiceMod	name	
u05492	Not Using Oversight	1	SemiceMod	name	
u05493	Not a Marine	1	SemiceMod	name	
u05494	Not on spec ops + cryo freeze	1	SemiceMod	name	
u05495	Not on spec ops + cryo freeze Large	1	SemiceMod	name	
