pkg	file	key	en	cls	include	flags
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeHazmatSuitEquippedCompleteOnly	!{Already equipped}CountUpgrade(HazmatSuitEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeHighPrecisionBeamsEquippedCompleteOnly	!{Already equipped}CountUpgrade(HighPrecisionBeamsEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeIncendiaryBulletsEquippedCompleteOnly	!{Already equipped}CountUpgrade(IncendiaryBulletsEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeIncendiaryGrenadeEquippedCompleteOnly	!{Already equipped}CountUpgrade(IncendiaryGrenadeEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeIncendiaryRocketsEquippedCompleteOnly	!{Already equipped}CountUpgrade(IncendiaryRocketsEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeLongRangeIncineratorsEquippedCompleteOnly	!{Already equipped}CountUpgrade(LongRangeIncineratorsEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeLongRangeScopeEquippedCompleteOnly	!{Already equipped}CountUpgrade(LongRangeScopeEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradePhasesaberMod1EquippedCompleteOnly	!{Already equipped}CountUpgrade(PhasesaberMod1Equipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradePhasesaberMod2EquippedCompleteOnly	!{Already equipped}CountUpgrade(PhasesaberMod2Equipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeShieldSuitEquippedCompleteOnly	!{Already equipped}CountUpgrade(ShieldSuitEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeShockwaveMissilesEquippedCompleteOnly	!{Already equipped}CountUpgrade(ShockwaveMissilesEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeThermiteFilamentsEquippedCompleteOnly	!{Already equipped}CountUpgrade(ThermiteFilamentsEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not349525837CountUpgradeTitaniumBulletCasingsEquippedCompleteOnly	!{Already equipped}CountUpgrade(TitaniumBulletCasingsEquipped,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildExtractorExcavationZoneCompleteOnly	!{Limit 1}CountUpgrade(BuildExtractorExcavationZone,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildExtractorManufacturingSectorCompleteOnly	!{Limit 1}CountUpgrade(BuildExtractorManufacturingSector,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildExtractorProcessingFacilitiesCompleteOnly	!{Limit 1}CountUpgrade(BuildExtractorProcessingFacilities,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildExtractorScienceLabsCompleteOnly	!{Limit 1}CountUpgrade(BuildExtractorScienceLabs,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildVirophageAlphaCompleteOnly	!{Limit 1}CountUpgrade(BuildVirophageAlpha,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildVirophageBetaCompleteOnly	!{Limit 1}CountUpgrade(BuildVirophageBeta,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/Not3804783965CountUpgradeBuildVirophageDeltaCompleteOnly	!{Limit 1}CountUpgrade(BuildVirophageDelta,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradeDefilerStrainCompleteOnlyCountUpgradeStrainDamageCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(DefilerStrain,CompleteOnly) == CountUpgrade(StrainDamage,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradeHunterlingStrainCompleteOnlyCountUpgradeStrainSpeedCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(HunterlingStrain,CompleteOnly) == CountUpgrade(StrainSpeed,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradeKaboomerStrainCompleteOnlyCountUpgradeStrainVolatileCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(KaboomerStrain,CompleteOnly) == CountUpgrade(StrainVolatile,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradePureStrainDamageCompleteOnlyCountUpgradeStrainDamageCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainDamage,CompleteOnly) == CountUpgrade(StrainDamage,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradePureStrainHealthCompleteOnlyCountUpgradeStrainHealthCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainHealth,CompleteOnly) == CountUpgrade(StrainHealth,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradePureStrainSpeedCompleteOnlyCountUpgradeStrainSpeedCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainSpeed,CompleteOnly) == CountUpgrade(StrainSpeed,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradePureStrainVolatileCompleteOnlyCountUpgradeStrainVolatileCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainVolatile,CompleteOnly) == CountUpgrade(StrainVolatile,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotAndEqSumCountUpgradeStrainDamageCompleteOnlyCountUpgradeStrainHealthCompleteOnlyCountUpgradeStrainSpeedCompleteOnlyCountUpgradeStrainVolatileCompleteOnly5EqCountUpgradeTankStrainCompleteOnlyCountUpgradeStrainHealthCompleteOnly	!((CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(TankStrain,CompleteOnly) == CountUpgrade(StrainHealth,CompleteOnly))	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilAutoTurretUpgrade2InProgressOnlyAtUnit	!CountAbil(AutoTurretUpgrade2,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilAutoTurretUpgrade33InProgressOnlyAtUnit	!CountAbil(AutoTurretUpgrade33,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilAutoTurretUpgradeInProgressOnlyAtUnit	!CountAbil(AutoTurretUpgrade,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilAutoTurretUpgradetoFlameTurretInProgressOnlyAtUnit	!CountAbil(AutoTurretUpgradetoFlameTurret,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilBioMechanicalDroneUpgrade2InProgressOnlyAtUnit	!CountAbil(BioMechanicalDroneUpgrade2,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilBioMechanicalDroneUpgradeInProgressOnlyAtUnit	!CountAbil(BioMechanicalDroneUpgrade,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilPsiDisruptorUpgrade2InProgressOnlyAtUnit	!CountAbil(PsiDisruptorUpgrade2,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilPsiDisruptorUpgradeInProgressOnlyAtUnit	!CountAbil(PsiDisruptorUpgrade,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountAbilSalvageSharedInProgressOnlyAtUnit	!CountAbil(SalvageShared,InProgressOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorColdCompleteOnlyAtUnit	!CountBehavior(Cold,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorDisabledMechCompleteOnlyAtUnit	!CountBehavior(DisabledMech,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorEvolveMonstrosityStunCompleteOnlyAtUnit	!CountBehavior(EvolveMonstrosityStun,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorFrostbiteCompleteOnlyAtUnit	!CountBehavior(Frostbite,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorHiveMindControlQueuedOrBetterAtUnit	!CountBehavior(HiveMindControl,QueuedOrBetterAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorLurkerHoldFireCompleteOnlyAtUnit	!CountBehavior(LurkerHoldFire,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorNoRefundCompleteOnlyAtUnit	!CountBehavior(NoRefund,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountBehaviorOversightCompleteOnlyAtUnit	!CountBehavior(Oversight,CompleteOnlyAtUnit)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAIAssistantEquippedQueuedOrBetter	!CountUpgrade(AIAssistantEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAIAssistantUnlockedQueuedOrBetter	!CountUpgrade(AIAssistantUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedAutoTurretQueuedOrBetter	!CountUpgrade(AdvancedAutoTurret,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedBioMechanicalRepairDroneCompleteOnly	!CountUpgrade(AdvancedBioMechanicalRepairDrone,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedBioMechanicalRepairDroneQueuedOrBetter	!CountUpgrade(AdvancedBioMechanicalRepairDrone,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedCombatSuitUnlockedQueuedOrBetter	!CountUpgrade(AdvancedCombatSuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedDroidEnginesQueuedOrBetter	!CountUpgrade(AdvancedDroidEngines,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedEnergySuitUnlockedQueuedOrBetter	!CountUpgrade(AdvancedEnergySuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedExplorationDroidQueuedOrBetter	!CountUpgrade(AdvancedExplorationDroid,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedHazmatSuitCompleteOnly	!CountUpgrade(AdvancedHazmatSuit,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedHazmatSuitUnlockedQueuedOrBetter	!CountUpgrade(AdvancedHazmatSuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedInfestationContainmentQueuedOrBetter	!CountUpgrade(AdvancedInfestationContainment,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedInfestationGateControlQueuedOrBetter	!CountUpgrade(AdvancedInfestationGateControl,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedInfestationSecurityQueuedOrBetter	!CountUpgrade(AdvancedInfestationSecurity,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedMiningChargeCompleteOnly	!CountUpgrade(AdvancedMiningCharge,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedMiningChargeQueuedOrBetter	!CountUpgrade(AdvancedMiningCharge,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedMotionSensorQueuedOrBetter	!CountUpgrade(AdvancedMotionSensor,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAdvancedShieldSuitUnlockedQueuedOrBetter	!CountUpgrade(AdvancedShieldSuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeArcWelderMod1UnlockedQueuedOrBetter	!CountUpgrade(ArcWelderMod1Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeArcWelderMod2UnlockedQueuedOrBetter	!CountUpgrade(ArcWelderMod2Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeArcWelderMod3UnlockedQueuedOrBetter	!CountUpgrade(ArcWelderMod3Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeArcWelderUnlockedQueuedOrBetter	!CountUpgrade(ArcWelderUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod10UnlockedQueuedOrBetter	!CountUpgrade(AresMod10Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod1UnlockedQueuedOrBetter	!CountUpgrade(AresMod1Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod2UnlockedQueuedOrBetter	!CountUpgrade(AresMod2Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod3UnlockedQueuedOrBetter	!CountUpgrade(AresMod3Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod4UnlockedQueuedOrBetter	!CountUpgrade(AresMod4Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod5UnlockedQueuedOrBetter	!CountUpgrade(AresMod5Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod6UnlockedQueuedOrBetter	!CountUpgrade(AresMod6Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod7UnlockedQueuedOrBetter	!CountUpgrade(AresMod7Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod8UnlockedQueuedOrBetter	!CountUpgrade(AresMod8Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresMod9UnlockedQueuedOrBetter	!CountUpgrade(AresMod9Unlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAresUnlockedQueuedOrBetter	!CountUpgrade(AresUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAssaultRifleEquippedQueuedOrBetter	!CountUpgrade(AssaultRifleEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAssaultRifleUnlockedQueuedOrBetter	!CountUpgrade(AssaultRifleUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAutoTargetingSystemUnlockedQueuedOrBetter	!CountUpgrade(AutoTargetingSystemUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeAutoTurretUnlockedQueuedOrBetter	!CountUpgrade(AutoTurretUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeBayonetteUnlockedQueuedOrBetter	!CountUpgrade(BayonetteUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeBeamRifleEquippedQueuedOrBetter	!CountUpgrade(BeamRifleEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeBeamRifleUnlockedQueuedOrBetter	!CountUpgrade(BeamRifleUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeBioMechanicalRepairDroneUnlockedQueuedOrBetter	!CountUpgrade(BioMechanicalRepairDroneUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeBlackoutQueuedOrBetter	!CountUpgrade(Blackout,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCloakingDeviceUnlockedQueuedOrBetter	!CountUpgrade(CloakingDeviceUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCombatAccelerationDroneQueuedOrBetter	!CountUpgrade(CombatAccelerationDrone,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCombatAccelerationDroneUnlockedQueuedOrBetter	!CountUpgrade(CombatAccelerationDroneUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCombatShieldCompleteOnly	!CountUpgrade(CombatShield,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCombatShieldUnlockedQueuedOrBetter	!CountUpgrade(CombatShieldUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCombatSuitEquippedQueuedOrBetter	!CountUpgrade(CombatSuitEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCombatSuitUnlockedQueuedOrBetter	!CountUpgrade(CombatSuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeConcussiveBeamsEquippedQueuedOrBetter	!CountUpgrade(ConcussiveBeamsEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeConcussiveBeamsUnlockedQueuedOrBetter	!CountUpgrade(ConcussiveBeamsUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeConcussivePlasmaEquippedQueuedOrBetter	!CountUpgrade(ConcussivePlasmaEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeConcussiveShotEquippedQueuedOrBetter	!CountUpgrade(ConcussiveShotEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeConcussiveShotUnlockedQueuedOrBetter	!CountUpgrade(ConcussiveShotUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCorrosivePlasmaEquippedQueuedOrBetter	!CountUpgrade(CorrosivePlasmaEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCorrosivePlasmaUnlockedQueuedOrBetter	!CountUpgrade(CorrosivePlasmaUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCriticalMassQueuedOrBetter	!CountUpgrade(CriticalMass,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCryoFreezeEquippedQueuedOrBetter	!CountUpgrade(CryoFreezeEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeCryoFreezeUnlockedQueuedOrBetter	!CountUpgrade(CryoFreezeUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeDefensiveMatrixEquippedQueuedOrBetter	!CountUpgrade(DefensiveMatrixEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeDefensiveMatrixUnlockedQueuedOrBetter	!CountUpgrade(DefensiveMatrixUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeDefilerStrainCompleteOnly	!CountUpgrade(DefilerStrain,CompleteOnly)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeDoubleBarrelEquippedQueuedOrBetter	!CountUpgrade(DoubleBarrelEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeDoubleBarrelUnlockedQueuedOrBetter	!CountUpgrade(DoubleBarrelUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeEnergyPackUnlockedQueuedOrBetter	!CountUpgrade(EnergyPackUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeEnergySuitEquippedQueuedOrBetter	!CountUpgrade(EnergySuitEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeEnergySuitUnlockedQueuedOrBetter	!CountUpgrade(EnergySuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeExplorationDroidUnlockedQueuedOrBetter	!CountUpgrade(ExplorationDroidUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeFlameTurretUnlockedQueuedOrBetter	!CountUpgrade(FlameTurretUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeFlamethrowerUnlockedQueuedOrBetter	!CountUpgrade(FlamethrowerUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeFlashBangUnlockedQueuedOrBetter	!CountUpgrade(FlashBangUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeForceFieldGrenadeUnlockedQueuedOrBetter	!CountUpgrade(ForceFieldGrenadeUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeFragGrenadeUnlockedQueuedOrBetter	!CountUpgrade(FragGrenadeUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeGrenadeLauncherUnlockedQueuedOrBetter	!CountUpgrade(GrenadeLauncherUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeHazmatSuitEquippedQueuedOrBetter	!CountUpgrade(HazmatSuitEquipped,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeHazmatSuitUnlockedQueuedOrBetter	!CountUpgrade(HazmatSuitUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeHeavyTurretUnlockedQueuedOrBetter	!CountUpgrade(HeavyTurretUnlocked,QueuedOrBetter)	internal-name	0	
SemiceMod	ObjectStrings	RequirementNode/Name/NotCountUpgradeHellfireRocketLauncherUnlockedQueuedOrBetter	!CountUpgrade(HellfireRocketLauncherUnlocked,QueuedOrBetter)	internal-name	0	
