uid	en	zh	status	model	flags
u08238	Super Stimpack Dark Birth	超级兴奋剂黑暗诞生	ok	deepseek-flash	
u08239	Super Stimpack Recovery (Apply Behavior)	超级兴奋剂恢复（施加行为）	ok	deepseek-flash	
u08240	Super Stimpack Unlocked	超级兴奋剂已解锁	ok	deepseek-flash	
u08241	"Supply (+<d ref=""Unit,Overmind,Food""/>) and spawn rate temporarily increased."	"补给（+<d ref=""Unit,Overmind,Food""/>），且生成速率暂时提高。"	ok	deepseek-flash	
u08242	Supply Depot Lowered Death Copy	补给站降下死亡副本	ok	deepseek-flash	
u08243	Supply Depot Lowered Death Copy 2	补给站降下死亡副本 2	ok	deepseek-flash	
u08244	Supply Depot Placement Copy	补给站放置副本	ok	deepseek-flash	
u08245	Supply Depot Placement Copy 2	补给站放置副本 2	ok	deepseek-flash	
u08246	SupplyDepot_Explode Copy	补给站_爆炸副本	ok	deepseek-flash	
u08247	SupplyDepot_Explode Copy 2	补给站_爆炸副本 2	ok	deepseek-flash	
u08248	SupplyDepot_Ready Copy	补给站_就绪副本	ok	deepseek-flash	
u08249	SupplyDepot_Ready Copy 2	补给站_就绪副本 2	ok	deepseek-flash	
u08250	SupplyDepot_What Copy	补给站_什么副本	ok	deepseek-flash	
u08251	SupplyDepot_What Copy 2	补给站_什么副本 2	ok	deepseek-flash	
u08252	"Support weapon which allows you to repair and recharge mechanical units more effectively and super charge them to increase attack rate by 35%. Also reduces build cooldowns and salvage time while refunding 100% resources and charges. <n/><c val=""00AA00"">Tip: Arc welder is best used in conjunction with turrets.</c>"	"支援武器，可让你更有效地修理和充能机械单位，并对其超级充能，使攻击速度提高 35%。同时降低建造冷却和回收时间，并返还 100% 的资源和充能。<n/><c val=""00AA00"">提示：电弧焊枪最好与炮塔配合使用。</c>"	ok	deepseek-flash	
u08253	Supress Movement	抑制移动	ok	deepseek-flash	
u08254	Sure is dark in here...	这里可真黑啊……	ok	deepseek-flash	
u08255	Swap To Auto Cannon	切换至自动机炮	ok	deepseek-flash	
u08256	Swap To Heavy Cannon	切换至重型机炮	ok	deepseek-flash	
u08257	Swarm Queen Egg Train	虫群女王虫卵训练	ok	deepseek-flash	
u08258	Swarmling	虫群跳虫	ok	deepseek-flash	
u08259	Swarmling Nest - Mecha	虫群跳虫巢穴 - 机甲	ok	deepseek-flash	
u08260	Swarmling Nest Attack	虫群跳虫巢穴攻击	ok	deepseek-flash	
u08261	Swarmling Nest Attack Mecha	虫群跳虫巢穴攻击机甲	ok	deepseek-flash	
u08262	Swarmling Nest Build Mecha	虫群跳虫巢穴建造机甲	ok	deepseek-flash	
u08263	Swarmling Nest Death Response	虫群跳虫巢穴死亡响应	ok	deepseek-flash	
u08196	Structure Evolving	建筑进化中	ok	deepseek-flash	
u08197	Structures	建筑	ok	deepseek-flash	
u08198	"Structures and zombies regenerate even faster on creep.<n/><c val=""EEEE00"">Note: Only one level 2 creep upgrade can be researched.</c>"	"建筑和僵尸在菌毯上再生得更快。<n/><c val=""EEEE00"">注意：只能研究一项 2 级菌毯升级。</c>"	ok	deepseek-flash	
u08199	Structures and zombies regenerate faster on creep.	建筑和僵尸在菌毯上再生更快。	ok	deepseek-flash	
u08200	Sub Leve Entrance	地下层入口	ok	deepseek-flash	
u08201	Subterranean Facility	地下设施	ok	deepseek-flash	
u08202	Subterranean Tentacle	地下触须	ok	deepseek-flash	
u08203	Suicide Target	自爆目标	ok	deepseek-flash	
u08204	Suit Dummy Text Reference	装甲占位文本引用	ok	deepseek-flash	
u08205	Suit Enhancements	装甲强化	ok	deepseek-flash	
u08206	Summon Greater Nydus Worm	召唤大型虫道虫	ok	deepseek-flash	
u08207	Summon Hive Queen	召唤虫巢女王	ok	deepseek-flash	
u08208	Summon Nydus Worm	召唤虫道虫	ok	deepseek-flash	
u08209	Summons a nydus worm from the nydus canal.	从虫道运河召唤一只虫道虫。	ok	deepseek-flash	
u08210	Summons additional scourgelings every so often when taking damage and releases a swarm upon death.	受到伤害时每隔一段时间召唤额外的灾祸幼虫，死亡时释放一群虫群。	ok	deepseek-flash	
u08211	Summons additional swarmlings every so often when taking damage and releases a swarm upon death.	受到伤害时每隔一段时间召唤额外的虫群幼虫，死亡时释放一群虫群。	ok	deepseek-flash	
u08212	"Summons extra elite security and can replace dead reinforcements. Must be upgraded from a Psi Disruptor.<n/><c val=""FFFF00"">Note: Summons more reinforcements at once when fewer original security are in the room</c>"	"召唤额外的精英安保单位，并能替换阵亡的增援。必须由幽能干扰器升级而来。<n/><c val=""FFFF00"">注意：房间内原有的安保单位越少，一次召唤的增援就越多</c>"	ok	deepseek-flash	
u08213	Summons the Hive Queen at level 6. If you already have a hive queen, she will instead gain +5 levels.	在 6 级时召唤虫巢女王。如果你已拥有虫巢女王，她将改为获得 +5 级。	ok	deepseek-flash	
u08214	Sunken Colony	沉陷虫巢	ok	deepseek-flash	
u08215	Sunken Colony Build Counter	沉陷虫巢建造计数器	ok	deepseek-flash	
u08216	Sunken Colony Copy	沉陷虫巢副本	ok	deepseek-flash	
u08217	Sunken_Colony_Placement	沉陷虫巢_放置	ok	deepseek-flash	
u08218	Super Charge (Apply Behavior)	超级充能（施加行为）	ok	deepseek-flash	
u08219	Super Charge (Remove Behavior)	超级充能（移除行为）	ok	deepseek-flash	
u08220	Super Charged	超级充能	ok	deepseek-flash	
u08221	Super Heal Apply Active	超级治疗施加激活	ok	deepseek-flash	
u08222	Super Heal Apply Caster Behavior	超级治疗施加施法者行为	ok	deepseek-flash	
u08223	Super Heal Apply Target Behavior	超级治疗施加目标行为	ok	deepseek-flash	
u08224	Super Heal Beam	超级治疗光束	ok	deepseek-flash	
u08225	Super Heal Caster Behavior	超级治疗施法者行为	ok	deepseek-flash	
u08226	Super Heal Expire (Set)	超级治疗到期（设置）	ok	deepseek-flash	
u08227	Super Heal Initial (Set)	超级治疗初始（设置）	ok	deepseek-flash	
u08228	Super Heal Remove Caster Behavior	超级治疗移除施法者行为	ok	deepseek-flash	
u08299	Target Does Not Have Rocket Launcher Locked On Target	目标未被火箭发射器锁定	ok	deepseek-flash	
u08300	Target Does Not Have Rocket Launcher Locking On Target	目标未处于火箭发射器锁定中	ok	deepseek-flash	
u08301	Target Has Energy	目标拥有能量	ok	deepseek-flash	
u08302	Target Has Expanded Cargo Equipped	目标装备了扩容货舱	ok	deepseek-flash	
u08303	Target Has More Than 20 Energy	目标能量超过 20 点	ok	deepseek-flash	
u08304	Target Has Nanite Antibodies	目标拥有纳米抗体	ok	deepseek-flash	
u08305	Target Has Rocket Launcher Locked On Target	目标已被火箭发射器锁定	ok	deepseek-flash	
u08306	Target Has Rocket Launcher Locking On Target	目标正处于火箭发射器锁定中	ok	deepseek-flash	
u08307	Target Is Aberration	目标是畸变体	ok	deepseek-flash	
u08308	Target Is Abomination	目标是憎恶	ok	deepseek-flash	
u08309	Target Is Ares	目标是 Ares	ok	deepseek-flash	
u08310	Target Is Ares (Sieged Mode)	目标是 Ares（攻城模式）	ok	deepseek-flash	
u08311	Target Is Ares (Tank Mode)	目标是 Ares（坦克模式）	ok	deepseek-flash	
u08312	Target Is Dropship	目标是运输船	ok	deepseek-flash	
u08313	Target Is Dropship Exit Large	目标是运输船大型出口	ok	deepseek-flash	
u08314	Target Is Dropship Exit Small	目标是运输船小型出口	ok	deepseek-flash	
u08315	Target Is Dropship Flying	目标是飞行中的运输船	ok	deepseek-flash	
u08316	Target Is Hive Mind	目标是虫巢意志	ok	deepseek-flash	
u08317	Target Is Marine	目标是陆战队员	ok	deepseek-flash	
u08318	Target Is Not Ares	目标不是 Ares	ok	deepseek-flash	
u08319	Target Is Not Parachuting	目标不在跳伞	ok	deepseek-flash	
u08320	Target Is Olympus	目标是 Olympus	ok	deepseek-flash	
u08321	Target Is Pathable Or Equal Cliff Level	目标可通行或与悬崖高度相同	ok	deepseek-flash	
u08322	Target Is Sub Level Entrance	目标是地下层入口	ok	deepseek-flash	
u08323	Target Is Sub Level Exit	目标是地下层出口	ok	deepseek-flash	
u08324	Target Is Train	目标是列车	ok	deepseek-flash	
u08325	Target Is Within 10 Range And Caster Doesn't Have Rocket Launcher Locked On Caster	目标处于 10 码范围内且施法者未被火箭发射器锁定	ok	deepseek-flash	
u08326	Target Is Within 10 Range And Caster Doesn't Have Rocket Launcher Locked On Caster Or Target Is Within 9 Range Or Target Has Rocket Launcher Locked On Target	目标处于 10 码范围内且施法者未被火箭发射器锁定，或目标处于 9 码范围内，或目标已被火箭发射器锁定	ok	deepseek-flash	
u08327	Target Not Being Accelerated	目标未被加速	ok	deepseek-flash	
u08328	Target Not Being Healed 2nd Beam	目标未被第二道光束治疗	ok	deepseek-flash	
u08329	Target Not Being Recharged	目标未被充能	ok	deepseek-flash	
u08330	Target Not Being Super Healed	目标未被超级治疗	ok	deepseek-flash	
u08331	Target Not Being Super Recharged	目标未被超级充能	ok	deepseek-flash	
u08332	Target Not Being Welded	目标未被焊接	ok	deepseek-flash	
u08333	Target Not Being Welded Or Super Healed	目标未被焊接或超级治疗	ok	deepseek-flash	
u08124	Spec Ops Teleporter Unlocked	特种作战传送器已解锁	ok	deepseek-flash	
u08125	Spec Ops Turret Unlocked	特种作战炮塔已解锁	ok	deepseek-flash	
u08126	Spec ops force field grenade now gain x2 shields instead of x2.5	特种作战力场手雷现在获得 x2 护盾，而不是 x2.5	ok	deepseek-flash	
u08127	SpecOps Arc Welder	特种作战电弧焊枪	ok	deepseek-flash	
u08128	SpecOps Assault Rifle	特种作战突击步枪	ok	deepseek-flash	
u08129	SpecOps Flamethrower	特种作战火焰喷射器	ok	deepseek-flash	
u08130	SpecOps Flashbang	特种作战闪光弹	ok	deepseek-flash	
u08131	SpecOps Forcefield Grenade	特种作战力场手雷	ok	deepseek-flash	
u08132	SpecOps Frag Grenade	特种作战破片手雷	ok	deepseek-flash	
u08133	SpecOps Hellfire Rocket Launcher Unlocked	特种作战地狱火火箭发射器已解锁	ok	deepseek-flash	
u08134	SpecOps Incendiary Grenade	特种作战燃烧手雷	ok	deepseek-flash	
u08135	SpecOps Phasesaber	特种作战相位剑	ok	deepseek-flash	
u08136	SpecOps Plasma Rifle	特种作战等离子步枪	ok	deepseek-flash	
u08137	SpecOps Shotgun	特种作战霰弹枪	ok	deepseek-flash	
u08138	Special Christmas Event! Lasts until the end of the year	特殊圣诞活动！持续到年底	ok	deepseek-flash	
u08139	"Special infested that explodes on death.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground units.</c>"	"特殊被感染单位，死亡时爆炸。<n/><n/><c val=""#ColorAttackInfo"">可攻击地面单位。</c>"	ok	deepseek-flash	
u08140	Special thanks to the following users for creating custom assets used in this game<n/><n/>Shanemann<n/>- Zombie Acid Death Model<n/>- Recharge and Acceleration Drone Icons<n/>- Hunterling Burrow Animations<n/><n/>HammerTheTank<n/>- Mercenary Diamondback Model<n/>- Mercenary Herc Model<n/>- HD Mercenary Firebat Model<n/>- HD Ghost Model<n/>- HD Mercenary Ghost Model<n/>- HD Mercenary Maurader Model<n/>- HD Marine Model<n/>- HD Mercenary Marine Model<n/>- HD Medic Model<n/>- HD Mercenary Medic Model<n/>- HD Spectre Model<n/>- HD Mercenary Spectre Model<n/>- HD Combat Shield Model<n/>- Combat Suit Mesh<n/>- Energy Suit Mesh<n/><n/>DaveSpectre<n/>- Abomination<n/>- HD Mercenary Trooper Model<n/>- Commando Marine upper body mesh<n/><n/>NanaKey<n/>- Basic Suit Model<n/>- Marine Armature (All Suits)<n/>- Assault Rifle Model<n/>- Plasma Rifle Model<n/><n/>Ghost Nova<n/>- Shield Suit Mesh<n/><n/>Miazmatic<n/>- Hazmat Suit Mesh<n/><n/>Ally Viper<n/>- Upgraded Sentry Bot Model<n/><n/>Thrikodias<n/>- Basic Psi Disruptor Team Color Texture, Icon, and Wireframe<n/><n/>Siowy<n/>- Numerous new flavor text quotes<n/>- Revamped desciptions<n/><n/>Fahr and Ally Viper<n/>- Christmas Event Assets	特别感谢以下用户为本游戏制作自定义资源<n/><n/>Shanemann<n/>- 僵尸酸液死亡模型<n/>- 充能与加速无人机图标<n/>- 猎手虫潜地动画<n/><n/>HammerTheTank<n/>- 雇佣兵响尾蛇模型<n/>- 雇佣兵赫克模型<n/>- 高清雇佣兵火焰兵模型<n/>- 高清幽灵模型<n/>- 高清雇佣兵幽灵模型<n/>- 高清雇佣兵劫掠者模型<n/>- 高清陆战队员模型<n/>- 高清雇佣兵陆战队员模型<n/>- 高清医疗兵模型<n/>- 高清雇佣兵医疗兵模型<n/>- 高清幽魂模型<n/>- 高清雇佣兵幽魂模型<n/>- 高清战斗护盾模型<n/>- 战斗装甲网格<n/>- 能量装甲网格<n/><n/>DaveSpectre<n/>- 憎恶<n/>- 高清雇佣兵士兵模型<n/>- 突击队陆战队员上半身网格<n/><n/>NanaKey<n/>- 基础装甲模型<n/>- 陆战队员骨架（所有装甲）<n/>- 突击步枪模型<n/>- 等离子步枪模型<n/><n/>Ghost Nova<n/>- 护盾装甲网格<n/><n/>Miazmatic<n/>- 防化服网格<n/><n/>Ally Viper<n/>- 升级版哨兵机器人模型<n/><n/>Thrikodias<n/>- 基础幽能干扰器队伍颜色贴图、图标和线框<n/><n/>Siowy<n/>- 大量新的风味文本引语<n/>- 重做的描述<n/><n/>Fahr 和 Ally Viper<n/>- 圣诞活动资源	ok	deepseek-flash	
u08141	Specialize Dummy	专精假人	ok	deepseek-flash	
u08334	Target Not In Combat	目标未在战斗中	ok	deepseek-flash	
u08335	Target Point Dummy	目标点假人	ok	deepseek-flash	
u08336	Target Point Dummy Underseer	目标点假人 副督军	ok	deepseek-flash	
u08337	Target Practic Dummy	目标练习假人	ok	deepseek-flash	
u08338	Target Practice Dummy	目标练习假人	ok	deepseek-flash	
u08339	Target Unit Can Path To Caster	目标单位可寻路至施法者	ok	deepseek-flash	
u08340	Target Unit Is Pathable	目标单位可通行	ok	deepseek-flash	
u08341	Target Within 10 Range	目标在 10 范围内	ok	deepseek-flash	
u08342	Target Within 9 Range	目标在 9 范围内	ok	deepseek-flash	
u08343	Target has Super Healing Drone Active	目标有激活的超级治疗无人机	ok	deepseek-flash	
u08344	Target is Abomination or Aberration	目标是憎恶或畸变体	ok	deepseek-flash	
u08345	Target's movement speed is reduced for a short period of time.	目标的移动速度在短时间内降低。	ok	deepseek-flash	
u08346	TargetWithin 0.75	目标在 0.75 范围内	ok	deepseek-flash	
u08347	Tarsonis Engine No Tipability	塔桑尼斯引擎无提示性	ok	deepseek-flash	
u08348	Tauren Marine	牛头人陆战队员	ok	deepseek-flash	
u08349	Tauren Marine Pet	牛头人陆战队员宠物	ok	deepseek-flash	
u08350	Tauren Space Marine	牛头人太空陆战队员	ok	deepseek-flash	
u08351	Teleport (AB)	传送（AB）	ok	deepseek-flash	
u08352	Teleport (CP)	传送（CP）	ok	deepseek-flash	
u08353	Teleport (Set)	传送（设定）	ok	deepseek-flash	
u08354	Teleport In	传送进入	ok	deepseek-flash	
u08355	Teleport In (Apply Beahavior)	传送进入（应用行为）	ok	deepseek-flash	
u08356	Teleport Out	传送离开	ok	deepseek-flash	
u08357	Teleport Out (Apply Beahavior)	传送离开（应用行为）	ok	deepseek-flash	
u08358	Teleporter Unlocked	传送器已解锁	ok	deepseek-flash	
u08359	Terran Abomination	人族憎恶	ok	deepseek-flash	
u08360	Terran Building Armor Copy	人族建筑护甲副本	ok	deepseek-flash	
u08361	Terran Building Armor Copy 2	人族建筑护甲副本 2	ok	deepseek-flash	
u08362	Terran Infantry Armor Vanadium Plating Copy	人族步兵护甲钒装甲板副本	ok	deepseek-flash	
u08363	Terran Infantry Armors Copy	人族步兵护甲副本	ok	deepseek-flash	
u08364	Terran Infantry Weapons Copy	人族步兵武器副本	ok	deepseek-flash	
u08365	Terran Infantry Weapons Ultra-Capacitors Copy	人族步兵武器超级电容器副本	ok	deepseek-flash	
u08366	Terran Small Unit Death Low Copy	人族小型单位死亡低音副本	ok	deepseek-flash	
u08367	Terran Small Unit Death Low Copy 2	人族小型单位死亡低音副本 2	ok	deepseek-flash	
u08368	Terran Small Unit Death Low Copy 3	人族小型单位死亡低音副本 3	ok	deepseek-flash	
u08390	The Hive Mind is constantly creating new zombies. The rate that zombies are being created depends on the amount of supply being used. If a lower fraction of the maximum supply is being used, then the zombie spawn rate will be high. If almost all available supply is being used, the zombie spawn rate will be low. <n/>Capturing a room grants 5 supply and 25 vespene<n/>Capturing a human player grants 10 vespene<n/>Destroying a dropship grants 30 vespene	虫巢意志在不断制造新的僵尸。僵尸的生成速度取决于正在使用的补给量。如果使用的补给占最大补给的比例较低，僵尸生成速度就会很快。如果几乎所有可用补给都被使用，僵尸生成速度就会很慢。<n/>占领一个房间可获得 5 补给和 25 瓦斯<n/>捕获一名人类玩家可获得 10 瓦斯<n/>摧毁一艘运输船可获得 30 瓦斯	ok	deepseek-flash	
u08391	The Hive Mind summons the Nydus Worm to the surface at a target location. After surfacing, all zombies will spawn from the Nydus Worm. The nydus worm will last for 45 second, but will last 2.66x longer while on creep. Zombie spawn rate is doubled while the worm is active.	虫巢意志会将虫道虫召唤到目标地点的地表。浮出地表后，所有僵尸都将从虫道虫中生成。虫道虫会持续 45 秒，但在菌毯上持续时间延长 2.66 倍。虫道虫激活期间，僵尸生成速度翻倍。	ok	deepseek-flash	
u08392	The Mining Droid is automatically harvesting vespene in the lower sector	采矿机器人正在下层区域自动采集瓦斯	ok	deepseek-flash	
u08393	The Mining Droid is automatically harvesting vespene in the right sector.	采矿机器人正在右侧区域自动采集瓦斯。	ok	deepseek-flash	
u08394	The Mining Droid is automatically harvesting vespene in the top-left sector	采矿机器人正在左上区域自动采集瓦斯	ok	deepseek-flash	
u08395	The Psi Disrupter is charging up...	幽能干扰器正在充能……	ok	deepseek-flash	
u08396	The cold has disabled your weapons and is slowing you down. When your suit's heating system runs out of energy, you will start to take damage.	寒冷已使你的武器失效，并让你减速。当你的装甲供暖系统能量耗尽时，你将开始受到伤害。	ok	deepseek-flash	
u08397	The cold has disabled your weapons. The Hostile Environment Suit is mitigating the effects, but you will still be damaged once your suit runs out of energy.	寒冷已使你的武器失效。恶劣环境装甲正在减轻这种影响，但一旦你的装甲能量耗尽，你仍会受到伤害。	ok	deepseek-flash	
u08398	The cold has rendered this unit unable to attack	寒冷使该单位无法攻击	ok	deepseek-flash	
u08399	The cold has rendered this unit unable to attack and is slowing it down	寒冷使该单位无法攻击，并使其减速	ok	deepseek-flash	
u08400	The energy is being drained from this unit!	该单位的能量正在被抽取！	ok	deepseek-flash	
u08401	The escape dropships are located at the pinged locations, and will launch when the timer on the top right corner expires.	逃生运输船位于标记的位置，当右上角的计时器归零时就会起飞。	ok	deepseek-flash	
u08402	The gate is not powered and will not open.	闸门没有电力供应，无法打开。	ok	deepseek-flash	
u08403	The geneweaver's mere exsistance grants an additional 15 supply.	织基因者仅凭存在即可额外提供 15 补给。	ok	deepseek-flash	
u08404	The goal of the game is to survive long enough to get to an escape dropship.	游戏的目标是存活足够长的时间，登上逃生运输船。	ok	deepseek-flash	
u08405	The hive queen has been summoned!	虫巢女王已被召唤！	ok	deepseek-flash	
u08432	This unit is regenerating life. The effect is removed if this unit takes damage.	该单位正在再生生命值。如果该单位受到伤害，此效果会被移除。	ok	deepseek-flash	
u08433	This unit is slowed, silenced, and its vision is reduced and shared with the enemy.	该单位被减速、被沉默，视野被缩小并与敌人共享。	ok	deepseek-flash	
u08434	This unit moves and attacks more quickly while under the effects of super stimpack.	该单位在超级兴奋剂效果下移动和攻击更快。	ok	deepseek-flash	
u08435	This unit moves and attacks more slowly while suffering from the post effects of super stimpack	该单位在受超级兴奋剂后效影响时，移动和攻击更慢。	ok	deepseek-flash	
u08436	This unit regenerates life far too quickly to be killed<n/>	该单位再生生命值太快，无法被杀死<n/>	ok	deepseek-flash	
u08437	This unit's vision is shared with the enemy. Also it looks pretty ugly...	该单位的视野与敌人共享。而且它看起来挺丑的……	ok	deepseek-flash	
u08438	This zombie is immortal. After being slain it will regenerate inside of a cocoon. However, it can be permanently killed if the cocoon is destroyed.	这个僵尸是不朽的。被杀死后，它会在茧中再生。不过，如果茧被摧毁，它就能被永久杀死。	ok	deepseek-flash	
u08439	This zombie is unstable and will soon die.	这个僵尸不稳定，很快就会死亡。	ok	deepseek-flash	
u08440	Those are the basics of Oh No It's Zombies. It's important to work as a team to slow down the zombies. You can't beat the zombie horde, only delay it.	以上就是 Oh No It's Zombies 的基础内容。团队协作来减缓僵尸的推进很重要。你无法击败僵尸群，只能拖延它们。	ok	deepseek-flash	
u08441	Throw FlashBang	投掷闪光弹	ok	deepseek-flash	
u08442	Throw Flashbang	投掷闪光弹	ok	deepseek-flash	
u08443	Throw Force Field Grenade	投掷力场手雷	ok	deepseek-flash	
u08444	Throw ForceFieldGrenade	投掷力场手雷	ok	deepseek-flash	
u08445	Throw Phasesaber (Damage)	投掷相位剑(伤害)	ok	deepseek-flash	
u08446	Throw Phasesaber (Launch Missile)	投掷相位剑(发射导弹)	ok	deepseek-flash	
u08447	Throw Phasesaber (Search Area)	投掷相位剑(搜索区域)	ok	deepseek-flash	
u08448	Throw Phasesaber Return (Launch Missile)	投掷相位剑返回(发射导弹)	ok	deepseek-flash	
u08449	Thruster Left	推进器左	ok	deepseek-flash	
u08450	Thruster Right	推进器右	ok	deepseek-flash	
u08451	Thrusters (Apply Force)	推进器(施加力)	ok	deepseek-flash	
u08452	Thrusters (Create Persistent)	推进器(创建持续效果)	ok	deepseek-flash	
u08453	Thrusters (Set)	推进器(设置)	ok	deepseek-flash	
u08454	Thrusters Abort (Apply Behavior)	推进器中止(施加行为)	ok	deepseek-flash	
u08455	Thrusters Abort Check (Apply Behavior)	推进器中止检测(施加行为)	ok	deepseek-flash	
u08456	Thrusters Force (Create Persistent)	推进器力度(创建持续效果)	ok	deepseek-flash	
u08457	Thrusters Force Impact	推进器力度冲击	ok	deepseek-flash	
u08458	Thrusters Speed	推进器速度	ok	deepseek-flash	
u08459	Thrusters Speed (Apply Behavior)	推进器速度(施加行为)	ok	deepseek-flash	
u08460	Thrusters Speed (Remove Behavior)	推进器速度(移除行为)	ok	deepseek-flash	
u08461	Thrusters Target (Apply Force)	推进器目标(施加力)	ok	deepseek-flash	
u08462	Thrusters Target (Damage)	推进器目标(伤害)	ok	deepseek-flash	
u08406	The sub-level is free of zombies, but the cold disables your weapons and drains your energy and then life.	地下层没有僵尸，但严寒会禁用你的武器，并消耗你的能量，然后是生命。	ok	deepseek-flash	
u08407	The zombie has full vision over infested areas. Be careful not to get surrounded	僵尸对被感染区域拥有完整视野。小心不要被包围	ok	deepseek-flash	
u08408	The zombie has received a huge amount of vespene	僵尸获得了大量瓦斯	ok	deepseek-flash	
u08409	The zombie is weak in early game. Players should spread out to effectively guard the most rooms	僵尸在游戏前期很弱。玩家应分散开来，以有效守卫最多的房间	ok	deepseek-flash	
u08410	The zombies barely dent these shields at all	僵尸几乎无法损伤这些护盾	ok	deepseek-flash	
u08411	The zombies barely dent these shields at all... unless they have acid...	僵尸几乎无法损伤这些护盾...除非它们带有酸液...	ok	deepseek-flash	
u08412	The zombies infest a room when all security personnel in the room are killed.	当房间内所有安保人员都被杀死后，僵尸就会感染该房间。	ok	deepseek-flash	
u08413	There's a first time for everyone.	每个人都会有第一次。	ok	deepseek-flash	
u08414	Thermal Battery	热能电池	ok	deepseek-flash	
u08415	Thermite Filaments Equipped	铝热剂丝线已装备	ok	deepseek-flash	
u08416	Thermite Filaments Unlocked	铝热剂丝线已解锁	ok	deepseek-flash	
u08417	This cocoon contains an Overseer as it is morphing into an Oculus.	这个茧内含一只督军，它正在蜕变为眼魔。	ok	deepseek-flash	
u08418	This concludes the in game tutorial. Good luck,	游戏内教程到此结束。祝你好运，	ok	deepseek-flash	
u08419	This concludes the tutorial.	教程到此结束。	ok	deepseek-flash	
u08420	This player is currently auto-harvesting vespene	该玩家正在自动采集瓦斯	ok	deepseek-flash	
u08421	This problem will fix itself as ranks become more accurate over time.	随着时间推移军衔会越来越准确，这个问题会自行解决。	ok	deepseek-flash	
u08422	This retired marine may look like an ordinary miner but he has excellent combat skills	这位退役陆战队员看起来像普通矿工，但他拥有出色的战斗技能	ok	deepseek-flash	
u08423	This structure is able to expose enemy movements within its search radius. Does not reveal the area.	该建筑能够在其搜索半径内暴露敌人的动向。不会揭示该区域。	ok	deepseek-flash	
u08424	This unit can detect cloaked or burrowed units within its sight range.	该单位能够探测其视野范围内的隐形或潜地单位。	ok	deepseek-flash	
u08425	This unit can tunnel through sub levels.	该单位可以穿过地下层。	ok	deepseek-flash	
u08426	This unit is burning from the viral plasma in the SpecOps Frag Grenade	该单位正被特种作战破片手雷中的病毒等离子灼烧	ok	deepseek-flash	
u08427	This unit is currently disabling a Gatekeeper Construct.	该单位正在瘫痪一台守门者构造体。	warn	deepseek-flash	glossary?Gate
u08428	This unit is healed by acid	该单位会被酸液治疗	ok	deepseek-flash	
u08429	This unit is invisible	该单位不可见	ok	deepseek-flash	
u08430	This unit is permanently cloaked, and only visible to detector units or effects.	该单位永久隐形，只有探测单位或效果才能看见它。	ok	deepseek-flash	
u08431	This unit is permanently cloaked.	该单位永久隐形。	ok	deepseek-flash	
u08463	Thrusters Target (Search Area)	推进器目标（搜索区域）	ok	deepseek-flash	
u08464	Thrusters Target (Set)	推进器目标（设置）	ok	deepseek-flash	
u08465	Thrusters Target Force (Create Persistent)	推进器目标作用力（创建持续效果）	ok	deepseek-flash	
u08466	Thrusters Target Force (Switch)	推进器目标作用力（切换）	ok	deepseek-flash	
u08467	Thrusters Target Force Large (Create Persistent)	推进器目标作用力 大型（创建持续效果）	ok	deepseek-flash	
u08468	Thrusters Target Force Massive (Create Persistent)	推进器目标作用力 巨型（创建持续效果）	ok	deepseek-flash	
u08469	Thrusters Target Force Queen (Create Persistent)	推进器目标作用力 女王（创建持续效果）	ok	deepseek-flash	
u08470	Thrusters Target Knockback	推进器目标击退	ok	deepseek-flash	
u08471	Thrusters Target Knockback (Apply Behavior)	推进器目标击退（施加行为）	ok	deepseek-flash	
u08472	Thrusters Target Knockback (Remove Behavior)	推进器目标击退（移除行为）	ok	deepseek-flash	
u08473	Thrusters Target Knockback Large	推进器目标击退 大型	ok	deepseek-flash	
u08474	Thrusters Target Knockback Large (Apply Behavior)	推进器目标击退 大型（施加行为）	ok	deepseek-flash	
u08475	Thrusters Target Knockback Large (Remove Behavior)	推进器目标击退 大型（移除行为）	ok	deepseek-flash	
u08476	Thrusters Target Knockback Massive	推进器目标击退 巨型	ok	deepseek-flash	
u08477	Thrusters Target Knockback Massive (Apply Behavior)	推进器目标击退 巨型（施加行为）	ok	deepseek-flash	
u08478	Thrusters Target Knockback Massive (Remove Behavior)	推进器目标击退 巨型（移除行为）	ok	deepseek-flash	
u08479	Thrusters Target Knockback Queen	推进器目标击退 女王	ok	deepseek-flash	
u08480	Thrusters Target Knockback Queen (Apply Behavior)	推进器目标击退 女王（施加行为）	ok	deepseek-flash	
u08481	Thrusters Target Knockback Queen (Remove Behavior)	推进器目标击退 女王（移除行为）	ok	deepseek-flash	
u08482	Thrusters_Activate	推进器_激活	ok	deepseek-flash	
u08483	Thrusters_Activate_Doom_Hammer_Skin	推进器_激活_毁灭之锤皮肤	ok	deepseek-flash	
u08484	Thrusters_Deactivate	推进器_关闭	ok	deepseek-flash	
u08485	Thrusters_Deactivate_Doom_Hammer_Skin	推进器_关闭_毁灭之锤皮肤	ok	deepseek-flash	
u08486	Thrusters_Force_Impact	推进器_力量冲击	ok	deepseek-flash	
u08487	Titanium Bullet Casings Equipped	钛合金弹壳已装备	ok	deepseek-flash	
u08488	Titanium Bullet Casings Unlocked	钛合金弹壳已解锁	ok	deepseek-flash	
